X,Y,Flux,Radius
10.864871012243157,684.0145080217453,379799.0,10
10.936717092789637,1805.980476594075,418876.0,10
10.988654001968674,2820.881595564454,345415.0,10
11.039462346512108,2820.6797683699233,345415.0,10
11.070897349595736,2134.6381245814064,740406.0,10
11.111951428474248,2820.0989981005328,345415.0,10
11.147485581334553,1805.9260178155346,418876.0,10
11.416673197311507,1805.778519152146,418876.0,10
11.470795807478195,684.0397619585568,379799.0,10
11.726418255602944,2134.0689476556554,763349.0,10
11.74530145263645,1128.730817021884,396643.0,10
11.76465994241527,2829.1379582228546,413826.0,10
11.90213907845563,1128.8998048690996,396643.0,10
11.913971702871951,2828.3980125754288,413826.0,10
11.943840789594471,956.0544055408361,367562.0,10
11.944079444254571,1459.100857560663,306438.0,10
11.975816090143473,1459.0365201660227,306438.0,10
12.037041203873784,2828.165195131484,413826.0,10
12.051202626155423,1128.9525310739662,396643.0,10
12.128211188783679,2134.6381245814064,740406.0,10
12.1400735321177,956.1395154239134,367562.0,10
12.375488288956111,684.1072361690298,379799.0,10
12.377615078589598,956.377186944959,367562.0,10
12.467025507635219,2939.1776531668584,558644.0,10
12.81354762273484,2759.102017425718,600477.0,10
12.967333664271306,3189.912099525656,456043.0,10
13.088777790994765,3189.7591181275347,456043.0,10
13.159925191957193,829.2237245820465,415450.0,10
13.25678152769835,3189.2895822049454,456043.0,10
13.481911209072349,2759.253370989927,600477.0,10
13.503450069238022,2938.395851615588,558644.0,10
13.910015719933249,103.90182650486864,374946.0,10
14.195942875755375,2938.1647078340493,558644.0,10
14.39383647046285,829.0865460724656,415450.0,10
14.488939547934951,2759.7709928109816,600477.0,10
14.61705939494182,103.9633318231411,374946.0,10
14.831852397583912,3390.2471989313854,539322.0,10
15.136848167125885,103.98470510901244,374946.0,10
15.192852496827477,829.0426306578994,415450.0,10
15.214766666804943,1941.9966405277346,316144.0,10
15.443595278511292,3390.495138955085,546657.0,10
15.79800701068389,450.5974478943635,336127.0,10
15.927918884985276,450.8545841192875,336127.0,10
16.023053419490658,450.9508523142598,336127.0,10
16.239808646867758,1062.8681850298115,499529.0,10
16.24248924643867,3392.1193255703374,539322.0,10
16.73616004187391,1063.617659236957,499529.0,10
16.866664479031517,1169.1321075003912,380603.0,10
17.11567180519298,1063.849528077195,499529.0,10
17.42363260424872,1169.4329012449498,380603.0,10
18.176616045879474,1301.7356013861797,318086.0,10
18.270689329906684,1170.294342169354,380603.0,10
18.49033250343172,1301.2587377514117,318086.0,10
18.715206451429395,2120.677867090699,449259.0,10
18.800255727821657,853.6856813643129,506245.0,10
18.89633691920526,2119.571507341224,449259.0,10
18.91070426184205,1430.053287884522,433765.0,10
18.99085854080602,1953.1272257201383,532617.0,10
19.036672411588906,1953.2807095967405,532617.0,10
19.049107728173862,2119.222303802366,449259.0,10
19.115719887632352,1953.81731740875,532617.0,10
19.21200620432677,1430.1032437619597,433765.0,10
19.591728542482517,852.5691921998977,506245.0,10
19.60217628846487,1430.2778843532049,433765.0,10
19.811171363505668,1233.8050835546483,495178.0,10
19.86113791850342,1333.0002035044477,371527.0,10
19.868078256335078,3045.965707629301,667087.0,10
19.95324826803288,3046.6669239042512,667087.0,10
19.974025784079608,869.0100439839807,355923.0,10
20.030208081068864,3046.284045434809,658791.0,10
20.0636774165687,869.0252027751864,355923.0,10
20.160974826769106,852.213544883148,506245.0,10
20.16732929398062,869.067163188982,355923.0,10
20.429027279229235,1333.0032337128991,371527.0,10
20.48469753409415,1233.4598275742762,495178.0,10
20.924811333434373,3260.937326382435,392704.0,10
20.952246191030024,1384.8041603681204,426632.0,10
21.112915428066074,1384.4368187150071,426632.0,10
21.165863127748473,3260.843510560778,392704.0,10
21.258650556901994,1333.00996928203,371527.0,10
21.306229501609412,1383.2698296166816,426632.0,10
21.440188436057664,3260.5647348469656,392704.0,10
21.46168780242477,1232.3284329423077,495178.0,10
21.92642136677748,1683.9735701997402,666697.0,10
22.18825774802181,1683.9308071611779,666697.0,10
22.221049794922763,2086.6442822988333,944891.0,10
22.60500348536245,1683.7756027574837,666697.0,10
22.808843619548096,2085.74994506755,1034653.0,10
23.041101132465112,3106.8481387141655,351677.0,10
23.095729567414626,2086.6442822988333,944891.0,10
23.277227540722382,2561.4368792159,410099.0,10
23.28268359335974,1076.981629558661,352125.0,10
23.666061279945087,3106.3083355367407,351677.0,10
23.74055434190325,2562.4852598991138,410099.0,10
23.798190323277705,1076.963559666731,352125.0,10
23.80876268719921,1609.9968365641237,327476.0,10
23.82608370100269,1777.1688756198982,464078.0,10
23.926107433784516,1610.635820487622,327476.0,10
23.933509452181276,1695.984417982671,327237.0,10
23.934692527417937,52.0839089189499,378140.0,10
24.037924755783283,1610.8615356287976,327476.0,10
24.110056596160014,3106.1108319049213,351677.0,10
24.11297844662838,2562.8185846635706,410099.0,10
24.15726282903213,1695.9730485458078,327237.0,10
24.16876526230208,52.189995364118516,378140.0,10
24.41942671787788,1695.9316014965698,327237.0,10
24.473963093891925,52.511108207829935,378140.0,10
24.603458911820667,1777.0618876741564,464078.0,10
25.17015363489076,1777.033025327681,464078.0,10
25.314066359727086,2577.2168081757604,596416.0,10
26.43845407930871,2577.074037194201,596416.0,10
27.232174670790474,2577.035744484938,596416.0,10
27.505544395379193,2113.130569991274,366817.0,10
27.81551688040899,2113.693639522217,366817.0,10
27.96084560303814,2470.1524417544683,363460.0,10
28.0770337222311,2113.891424415899,366817.0,10
28.09281547316783,2470.445242534309,363460.0,10
28.2462931162299,2471.286912742257,363460.0,10
28.44263608530161,862.4192036489486,429405.0,10
28.52085281466097,2299.6823645243476,389172.0,10
28.645477859456456,733.3088444852441,408811.0,10
28.741962498005385,184.20883903597857,319455.0,10
28.780080250135118,2606.8008644466504,600643.0,10
28.79955279302514,862.7901780541979,429405.0,10
28.87538047412031,733.1133985249479,408811.0,10
29.033787176688794,733.0391724664388,408811.0,10
29.07824112926126,862.9155285585939,429405.0,10
29.5058219279765,2300.5480431518104,389172.0,10
29.577762330856626,2606.457441397296,600643.0,10
29.63733289472035,3194.004362690952,858267.0,10
29.63733289472035,3194.1196059584518,858267.0,10
29.8573753208457,1107.9819063627278,413579.0,10
29.945708929414977,1108.6439398093764,413579.0,10
30.028110285637304,1108.8625493011584,413579.0,10
30.155599128401224,1931.541788503676,1125295.0,10
30.166791367944956,2300.8378867343504,389172.0,10
30.649434656417156,843.1753296672522,443738.0,10
30.692814829044174,2902.756910427293,371045.0,10
30.75410865800339,2605.3168841206198,600643.0,10
30.884933844629938,2902.2768737209126,371045.0,10
30.90968922596041,2081.2499070844474,585780.0,10
31.012998104253477,3194.022888493026,887988.0,10
31.05247150267412,2902.114520782823,371045.0,10
31.234207812353443,2081.512486865444,589354.0,10
31.54333423559084,3188.716073511818,984331.0,10
31.54872046462067,843.0661840133156,443738.0,10
31.715805813417937,3187.612400148893,1028052.0,10
31.716213232825233,2080.476356527208,589354.0,10
32.16031683265436,843.0306911198371,443738.0,10
32.991311549169886,1264.9485245713527,586063.0,10
33.03494761699263,1264.8774115751035,586063.0,10
33.113151352121236,1264.6315015481628,586063.0,10
34.00474316591591,2158.4689745508913,325629.0,10
34.417324822131825,2081.0075025066158,429563.0,10
34.48220183063428,1576.3278536264581,1116034.0,10
34.600665035900235,1576.3135446774575,1124468.0,10
34.66525282180021,17.62424878860897,939719.0,10
35.46569325941832,2081.005123358746,429563.0,10
35.7025995988244,16.79454667899395,1047460.0,10
35.80675147751177,1277.8242733577315,485431.0,10
35.991438601638265,1298.9030241606129,461934.0,10
36.02797726554007,1298.763336790842,461934.0,10
36.08313531347948,1298.3093342208347,461934.0,10
36.12111050840653,1200.202117030222,815905.0,10
36.20085215096687,2081.0086244569006,429563.0,10
36.34467020261558,1200.7033206741444,796684.0,10
36.51630611676707,1277.5263083998402,485431.0,10
36.90891989998903,2739.125498594044,425597.0,10
37.17631682138385,1942.933435860081,416396.0,10
37.20745926646306,2739.2951191654697,425597.0,10
37.36016816101599,1200.0741858274416,783932.0,10
37.55255595269411,1276.5537699907545,485431.0,10
37.57860051130613,2739.8421352162727,425597.0,10
37.70720652999735,1942.3269391226834,416396.0,10
37.861868835803016,2096.2416707637803,692443.0,10
37.96911554693626,2723.055874682614,359565.0,10
38.07264204484198,2723.1271469032818,359565.0,10
38.123462740243696,1942.1299821642478,416396.0,10
38.19655363989972,2723.342170437016,359565.0,10
38.351471671715004,2096.5320852700793,700243.0,10
38.527666898875744,82.65531604497647,434332.0,10
38.60494636857897,1432.9593600629196,718951.0,10
38.8330539608782,82.23680129586116,434332.0,10
39.06580068340056,82.10010019782648,434332.0,10
39.12143882311591,2095.5315632082866,700243.0,10
39.5504298385325,1432.2949212932751,718951.0,10
39.63985012159707,2480.8386818627123,954446.0,10
39.63985012159707,2480.9909786351623,954446.0,10
39.80005705759363,1585.8819172204337,523532.0,10
39.99170231597413,1245.3646539946321,988556.0,10
40.20278691155431,1432.6934206078486,707219.0,10
40.495360983337214,1585.7084620094088,523532.0,10
40.872633565467595,690.9527942125557,623658.0,10
40.94000633650068,748.8875334313595,503991.0,10
41.13898690288941,2480.9584122992255,1013134.0,10
41.15251586237662,748.7194522820639,503991.0,10
41.335614781705445,690.8833562566697,623658.0,10
41.36283249911638,1246.1971296098623,923036.0,10
41.36904015363383,1245.8000125594199,911755.0,10
41.44029262699712,748.1791935324011,503991.0,10
41.46983184612525,1585.1235659388233,523532.0,10
41.66154711663817,2118.3493072143533,509680.0,10
41.88101526042087,870.1817242012177,498026.0,10
42.04721080980381,690.6466944398769,623658.0,10
42.26620860511656,1378.9620958678972,371254.0,10
42.29106394667744,870.474481898625,498026.0,10
42.29485389709667,2480.2881613971617,914887.0,10
42.55598841098822,2118.7771187392195,509680.0,10
42.65898587665133,1595.4468317079225,488728.0,10
42.7335941071471,1378.985202717916,371254.0,10
42.82938037734258,871.3806968108546,498026.0,10
42.8763762132793,1594.5126410545822,488728.0,10
42.98498959471398,1967.0251685625888,431987.0,10
42.99413316278736,180.30174415651473,384332.0,10
42.99697887415669,180.75043219466212,384332.0,10
43.00343684894589,180.90173502933925,384332.0,10
43.033905319982566,1967.0620333980482,431987.0,10
43.05861093041775,1594.1896541765732,488728.0,10
43.09480153894835,1967.1760903018592,431987.0,10
43.099762144759026,1378.9925852459976,371254.0,10
43.18189554543386,2118.9107224666113,509680.0,10
43.82272530617264,3269.9011136673557,455199.0,10
44.46427355247356,3269.7547327575235,455199.0,10
44.87563001605101,838.6090572469182,428593.0,10
44.95434351437209,838.8563605800399,428593.0,10
45.01866153847787,838.9407076178452,428593.0,10
45.366757230011125,3269.2995587590694,455199.0,10
46.60464425750887,1916.915003855353,351548.0,10
46.63455547640161,3323.6364638090827,626763.0,10
46.69443853143954,1884.9182855479655,305421.0,10
46.8573097238102,1916.330161386189,351548.0,10
46.88922952805149,1884.9652361838268,305421.0,10
46.95648852343799,3424.875861568491,447925.0,10
46.99467128483711,3069.081667724216,603160.0,10
47.01731330213424,3069.181348806198,603160.0,10
47.034694875185316,1884.9792683415474,305421.0,10
47.05406912041236,1916.122159452401,351548.0,10
47.05432405744491,3069.540921584339,603160.0,10
47.09938125404976,3424.661281875602,447925.0,10
47.277197026899316,3423.9874470139976,447925.0,10
47.41018045761803,1080.79058978752,445202.0,10
47.552813971766426,3323.210290480434,626763.0,10
47.78548061364584,1079.60275683556,445202.0,10
47.90109364320834,2365.8283075083095,412572.0,10
47.912301649254054,3383.104608044563,378407.0,10
47.966458948542616,2365.9391300581988,412572.0,10
48.00933318871598,2365.9784190817586,412572.0,10
48.095324901460415,1079.2115188951987,445202.0,10
48.180376054963915,3323.08708374474,626763.0,10
48.2380502636922,3383.29117013718,378407.0,10
48.66668244854444,3383.8138608146537,378407.0,10
48.80647954531699,845.0665038336057,467535.0,10
49.09755725719757,541.6911348573068,884601.0,10
49.53876123432069,845.1270746494566,467535.0,10
49.55602159119591,1510.6996160503343,333771.0,10
49.70856039272159,897.9033164240626,701131.0,10
49.725359771451366,898.8783464927321,701414.0,10
49.7948679222434,541.1023256031825,925564.0,10
49.833338871608774,2527.162346289345,384037.0,10
49.9287097282011,3295.755080745211,353001.0,10
49.973068879241055,3296.5772582380346,353001.0,10
50.011941479275386,3296.8722159769786,353001.0,10
50.06635778723792,540.3580157931029,872477.0,10
50.36648185777299,2579.7213173428945,315767.0,10
50.50813063452509,2527.5176101953016,384037.0,10
50.53279912126389,2493.8241539766286,440404.0,10
50.591997731011595,845.3341975195599,467535.0,10
50.5971006348677,898.6577610014216,701131.0,10
50.7658559358946,2579.89656722214,315767.0,10
50.86624098805402,1402.9954448028102,352740.0,10
50.92757489992288,2716.196995895094,468301.0,10
50.93543957366847,1641.0448595314183,382066.0,10
51.078668850746915,2579.9626711881688,315767.0,10
51.13960347396654,1641.095241733038,382066.0,10
51.1526069873646,2716.498276612018,468301.0,10
51.38566088601081,1641.2582356614168,382066.0,10
51.412393470937964,1402.989479421991,352740.0,10
51.42619438060337,2717.475103683103,468301.0,10
51.503258326722595,2493.294825839087,440404.0,10
51.505158903359884,2528.550909588948,384037.0,10
51.89535268010822,3028.229878526385,336401.0,10
52.18597009784155,2493.127521969743,440404.0,10
52.186461104634525,1402.972407493654,352740.0,10
52.841322820801956,2700.196434781444,450526.0,10
53.40548917345213,2700.4738899256276,450526.0,10
53.800777020924386,1938.0954433719023,571463.0,10
54.1868927375408,2701.3730386164702,450526.0,10
54.20219282184099,2329.093198733276,399322.0,10
54.5278424937655,1938.2239464520758,571463.0,10
54.932624582477544,3207.213620438373,733623.0,10
55.230818865629374,3207.507291741311,744430.0,10
55.37809387533903,1298.0287841390445,418768.0,10
55.40685554410622,2329.0371302480876,399322.0,10
55.55454061329864,2159.512374889854,408153.0,10
55.63193287287693,1938.6643567582203,571463.0,10
55.70210682711559,3208.8652560431897,733623.0,10
55.774581287393936,1626.0220395910708,306357.0,10
55.913858577900335,2083.8309127437465,570130.0,10
55.91796794563895,1626.009845939296,306357.0,10
56.02727648987517,1626.0075191903215,306357.0,10
56.20361340447777,2329.022882341277,399322.0,10
56.21097830565921,2083.543427385222,570130.0,10
56.4421377590847,791.7660083621226,536554.0,10
56.459445918898226,1298.01260676008,418768.0,10
56.515770282550044,2158.5160886580047,408153.0,10
56.62899284426203,2082.5843989753525,570130.0,10
56.958827276499804,1239.1139445937838,353095.0,10
57.10742318338104,1239.3285430317223,353095.0,10
57.17052229068941,2158.184919026999,408153.0,10
57.20504170762091,1298.011579318066,418768.0,10
57.28869912576419,1239.927580925314,353095.0,10
57.49286475978642,791.9167395454938,536554.0,10
58.18384520782825,791.9595096498888,536554.0,10
58.96949943894307,1098.9907795460165,418366.0,10
58.97194485011642,1870.223037965032,620426.0,10
59.068349023714404,1870.427388444058,619709.0,10
59.072832386242716,1098.9875021852458,418366.0,10
59.201898077071704,1098.969935101001,418366.0,10
59.30036797688772,1871.7930120910057,620426.0,10
59.934004839740545,1567.141530519133,355637.0,10
59.986168198785414,2182.899971532166,370142.0,10
59.98717486352445,541.8846032885128,1107123.0,10
60.0270746688929,2182.7346766630876,370142.0,10
60.07042278256885,2182.2524748688797,370142.0,10
60.1836157013116,1567.4095635470374,355637.0,10
60.51107296619122,1568.1914282031908,355637.0,10
60.562294872186705,2537.224643171103,351222.0,10
60.573945659816175,433.1428290067691,385129.0,10
60.79907898656624,1221.0671290030937,347791.0,10
60.81728500309082,164.16236640780753,458731.0,10
60.845145762899556,433.0497326094213,385129.0,10
60.846636434284974,2792.19185982403,351961.0,10
60.92217292809763,1554.0662269434263,414600.0,10
60.92342146831433,1221.676289640048,347791.0,10
61.032647652989866,1221.8995125630129,347791.0,10
61.07047567157978,433.01247869567754,385129.0,10
61.18397424847194,1554.129090339797,414600.0,10
61.45054833027467,2794.004156364337,351961.0,10
61.48757629487305,164.38543081074616,458731.0,10
61.51530065384062,1554.3421718494094,414600.0,10
61.528352232992255,765.7068625064813,599116.0,10
61.83683540107676,764.3895714309227,599451.0,10
62.0674128220677,764.2057776994209,599116.0,10
62.287407356628385,2793.9983633396246,351961.0,10
62.462881602606814,165.10889335492868,458731.0,10
62.846881291195054,3327.0337911998454,464981.0,10
63.378857866591034,3327.066925818967,464981.0,10
63.53456432051263,2190.7476416342784,421767.0,10
63.740012437871734,1300.1520787990485,549433.0,10
63.833985714821985,2190.2730455838055,421767.0,10
63.94496578750549,2112.9984040350346,366203.0,10
63.991262155682286,637.1597821441219,557400.0,10
64.03275115936911,637.4349380923064,557400.0,10
64.06244090730522,2190.129700456395,421767.0,10
64.0994157382156,3327.1824371732905,464981.0,10
64.10058512342178,638.3278975415777,557400.0,10
64.13132825617097,2112.992010930609,366203.0,10
64.35657805809588,2112.97650981793,366203.0,10
64.44463460719922,1062.897771541217,613398.0,10
64.59175789365852,1300.052798915675,549433.0,10
64.99908750347932,1642.0659380881325,285875.0,10
65.00539084263507,1642.2109054093703,285875.0,10
65.01556532869084,1642.586087772192,285875.0,10
65.15937349811814,1300.0262519364314,549433.0,10
65.49852791512856,1062.294809587801,613398.0,10
65.5042282861083,1165.3716478459176,375725.0,10
65.75973338482058,2404.583232886588,342493.0,10
66.1931426837878,1062.1156459094493,613398.0,10
66.47889623302916,1165.1398363688381,375725.0,10
66.70880515053967,2734.7238797648847,936720.0,10
66.71562447982035,2735.186577648179,927591.0,10
66.78775764741037,2193.0227940141567,526764.0,10
66.89172260428438,3277.1545973709817,423290.0,10
67.17514406959394,1165.0611797816096,375725.0,10
67.26319155789324,3277.4133838591174,423290.0,10
67.38051752265973,2193.049457246993,514418.0,10
67.47062911904773,1441.4167065997904,743916.0,10
67.64629619968188,1070.806217019309,360579.0,10
67.73161755204,3278.1835419210947,423290.0,10
67.84698146550599,2735.601885948758,945777.0,10
67.86891941472282,1070.9255948870182,360579.0,10
67.99653883903483,3165.0354213576143,330893.0,10
68.01453356095801,3165.082409170592,330893.0,10
68.04202925991098,3165.210698020074,330893.0,10
68.05060220367592,1070.9674870695364,360579.0,10
68.08430860377045,1888.9685827038804,335518.0,10
68.21943780526844,1441.7485265611774,739161.0,10
68.65574171366386,1439.9560120981173,749088.0,10
68.66973086829856,1888.9880164478993,335518.0,10
68.78682050594473,2558.126290342847,312789.0,10
68.84136508975156,2193.1820813303316,526764.0,10
68.88367797640241,2968.2204155361023,600710.0,10
68.90814146388601,1619.827290936126,434339.0,10
68.91903517313685,2558.047065322564,312789.0,10
68.99236709931772,1334.096624735052,351798.0,10
69.02944051682184,1334.2730579962772,351798.0,10
69.03051340644743,2558.015766709628,312789.0,10
69.08286425326035,1334.7549668464337,351798.0,10
69.11761499100216,1888.9947104667256,335518.0,10
69.20436287378895,1619.5868998711217,434339.0,10
69.3106029619104,2968.6008294410126,600710.0,10
69.56916206437184,1618.802602680723,434339.0,10
69.94258320129158,1267.157163908156,597046.0,10
69.95286566437497,2969.824867329324,600710.0,10
70.15658989517102,1267.385720420303,597046.0,10
70.48666931768672,1268.166135774845,597046.0,10
70.8552122325023,904.0032890740872,654045.0,10
70.94210358063125,3421.0036291196357,421390.0,10
71.14600987007472,3420.995960722193,421390.0,10
71.389722247931,904.0144882258614,654045.0,10
71.40697324245565,3420.982711908709,421390.0,10
71.8412574433418,396.96507854114674,450543.0,10
72.21714060625565,904.0486567397231,654045.0,10
72.39904098131042,396.92364433229244,450543.0,10
72.4015696386319,1780.5958074990606,585924.0,10
72.76034508804345,3408.5370414247673,382412.0,10
72.80032592419563,1781.5534302554547,585924.0,10
73.08061441050594,1781.2758546833168,579729.0,10
73.17552967630715,396.7885087356696,450543.0,10
73.94076259124515,2324.8348134772987,479592.0,10
73.94984862179918,9.84087690479782,556930.0,10
73.96798575063792,3145.5609541035983,515323.0,10
74.11719829494851,9.6323919092811,556930.0,10
74.35436524796604,8.881269398754277,556930.0,10
74.63796246457377,2324.296709527388,479592.0,10
74.64548886672814,3146.530872794724,515323.0,10
74.81858763534237,2968.135857876649,486338.0,10
74.87631283338756,1287.0789890297044,397835.0,10
74.93822013554153,2474.209580345825,388172.0,10
74.97612665864814,2474.7166233024136,388172.0,10
75.01223634771621,2474.887377299638,388172.0,10
75.14791498080906,2324.134714251776,479592.0,10
75.15283690808134,3146.83427172743,515323.0,10
75.3060792230568,1287.1599744630314,397835.0,10
75.507820092812,2968.3046296425773,486338.0,10
75.8540352641883,1287.4262418411495,397835.0,10
75.88215206963505,2659.0761040834254,381372.0,10
76.24597061591098,333.67835175573333,344298.0,10
76.55950160490941,2968.859691038859,486338.0,10
76.6247912944662,2659.0323628072883,381372.0,10
77.12550901490987,2659.022606818073,381372.0,10
77.67704323430719,2277.7027965028847,721078.0,10
77.89807166305928,2277.228854146216,721078.0,10
78.05350704590144,2277.697744994119,710273.0,10
78.25564963497801,508.9238897886393,592168.0,10
78.75998618161218,508.97358201658346,592168.0,10
78.91542966377158,539.1534846414944,379449.0,10
79.09920756124114,508.9861592110465,592168.0,10
79.24333464494006,539.4181104222776,379449.0,10
79.45328626341397,3450.805252207659,409637.0,10
79.6862625875301,540.1675355313457,379449.0,10
79.80955310539912,2670.8818790307337,578291.0,10
79.9962770932651,331.13189487148634,536342.0,10
79.99942073638775,1482.9732137438102,490065.0,10
80.01849056006648,1482.9538122055333,490065.0,10
80.02502192601939,331.3490973846018,536342.0,10
80.06182477807833,1482.875477350003,490065.0,10
80.0815456169583,332.0491854801623,536342.0,10
80.38658729831779,3450.4473342238634,409637.0,10
80.47508963891055,2670.670626345856,578291.0,10
80.84838081073946,2732.5498556569064,1087597.0,10
80.8520537323327,143.81577073657775,488393.0,10
80.86244929547395,1488.9030676238258,357838.0,10
80.9467246883725,143.27394579726922,488393.0,10
80.97182786156701,2451.4775231381473,421091.0,10
80.99001677181442,2451.811674747386,421091.0,10
81.00382848713822,2451.9187318504073,421091.0,10
81.00896252171984,2733.1198305415237,1187618.0,10
81.02614537442943,143.10812992768436,488393.0,10
81.44344111318424,2669.972736062251,578291.0,10
81.44661158867216,1488.7321283686108,357838.0,10
81.69101235543913,2170.9957540650194,748027.0,10
81.87799889449127,2748.8412764270247,494681.0,10
81.87872642270702,1173.7133902871797,373786.0,10
81.90069760246429,2170.3209936995545,748027.0,10
81.95495627058256,1174.563332758183,373786.0,10
82.01837894558261,1174.8569646778658,373786.0,10
82.06087484247423,2170.7336215634564,744100.0,10
82.2984119908925,2748.588757327275,494681.0,10
82.33641779773802,1488.2535411191004,357838.0,10
82.80133052818846,2403.869211759618,457604.0,10
82.83158231056926,2807.001900586973,430802.0,10
82.87064302269332,2747.7655348294006,494681.0,10
82.92698775014843,2402.6190651067513,457604.0,10
83.03501050727269,2402.2257032808984,457604.0,10
83.11016235506075,2120.593781571118,434547.0,10
83.4443681871361,2806.971068422447,430802.0,10
83.69459936353398,2121.532888348618,434547.0,10
84.02706814292745,814.5969377674937,417981.0,10
84.09048056251606,2121.198638909998,434466.0,10
84.3121509213295,2806.9061498746073,430802.0,10
84.65805173438102,814.8528806008095,417981.0,10
84.99297908771125,1739.0300466389174,448318.0,10
85.02080171071083,1739.0566564115215,448318.0,10
85.04753590242905,270.0944630269746,337969.0,10
85.06302054413796,1739.1563872971442,448318.0,10
85.11930161701336,814.9454027123584,417981.0,10
85.54790792108898,843.4018868288217,539784.0,10
85.65809090998567,270.03390850955407,337969.0,10
85.84096289364481,843.1387852527558,539784.0,10
86.07464321341027,843.0568895193887,539784.0,10
86.07922570744898,1990.8798469555077,404170.0,10
86.10872067312339,270.009427358963,337969.0,10
86.29426317587496,3086.001243406283,373169.0,10
86.7436367561416,3086.6705739487725,373169.0,10
87.0919447572758,3086.910160103794,373169.0,10
87.38355041506574,1990.9555608050994,404170.0,10
88.21515897573559,1990.9802663433557,404170.0,10
88.34048070288841,2654.594215428662,394279.0,10
88.93962641761173,2742.984836139222,370827.0,10
88.99505015147949,1433.7543427916264,609066.0,10
89.0403931004502,1433.4883229638715,612314.0,10
89.12022853440625,1434.4940146782212,612314.0,10
89.16502150695646,2742.974983281457,370827.0,10
89.4420819397078,2654.2178563697216,394279.0,10
89.45800247887922,2742.9378353104603,370827.0,10
89.61442008174134,1471.5059422834795,915406.0,10
89.61442008174134,1471.9481407997018,915406.0,10
89.62329259772282,1471.2675561043234,909649.0,10
89.9604271916723,3192.180214778336,490473.0,10
90.09303407843397,3192.457693560449,490473.0,10
