RA,Dec,NAME,Diameter,Type,LongType,Redshift,Comoving Radial Distance (Gly),Light Travel Time (Gyr)
49.428422,41.599878,G   SDSS J031742.82+413559.5,0,G,Galaxy,0,0,0
49.427311,41.323124,G   SDSS J031742.55+411923.2,0,G,Galaxy,0,0,0
49.425478,41.231154,G   SDSS J031742.11+411352.1,0,G,Galaxy,0,0,0
49.410704,41.011531,GiC   2MASX J03173856+4100415,0.193,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.404549,41.403799,Y*?   UCAC4 658-015296,0,Y*?,Young Stellar Object Candidate,0,0,0
49.393526,41.62143,G   SDSS J031734.44+413717.1,0,G,Galaxy,0,0,0
49.388097,41.394839,G   SDSS J031733.14+412341.4,0,G,Galaxy,0,0,0
49.385459,41.822088,G   SDSS J031732.51+414919.5,0,G,Galaxy,0,0,0
49.377731,41.155782,G   SDSS J031730.65+410920.8,0,G,Galaxy,0,0,0
49.375608,41.313194,GiC   2MASX J03173014+4118474,0.22,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.347637,41.470022,G   SDSS J031723.43+412812.0,0,G,Galaxy,0,0,0
49.334788,41.258372,G   SDSS J031720.34+411530.1,0,G,Galaxy,0,0,0
49.30819,41.469918,G   SDSS J031713.96+412811.7,0,G,Galaxy,0,0,0
49.305417,41.165556,G   LEDA 2176730,0.23,G,Galaxy,0,0,0
49.304795,41.333346,G   SDSS J031713.15+412000.0,0,G,Galaxy,0,0,0
49.300824,41.381137,G   Gaia DR3 239372962793322368,0.1,G,Galaxy,0,0,0
49.27625,41.827222,G   LEDA 2187553,0.23,G,Galaxy,0,0,0
49.275766,41.541452,G   SDSS J031706.18+413229.2,0,G,Galaxy,0,0,0
49.247518,41.325886,G   Gaia DR3 239366812400170496,0.048,G,Galaxy,0,0,0
49.247125,41.000319,GiC   SDSS J031659.30+410001.1,0.273,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.221937,41.496607,G   SDSS J031653.26+412947.7,0,G,Galaxy,0,0,0
49.221003,41.27346,G   SDSS J031653.04+411624.4,0,G,Galaxy,0,0,0
49.214312,41.459511,GiC   2MASX J03165143+4127342,0.193,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.19625,41.203889,G   LEDA 2177293,0.3,G,Galaxy,0,0,0
49.18879,41.051583,G   SDSS J031645.30+410305.6,0,G,Galaxy,0,0,0
49.184417,41.455056,SN?   HSC-SN 14k,0,SN?,SuperNova Candidate,0,0,0
49.180304,41.686717,GiC   2MASX J03164327+4141121,0.183,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.17375,41.29833,G   [MRS2020] 391,0,G,Galaxy,0,0,0
49.172759,41.255492,G   Gaia DR3 239364750815889664,0.087,G,Galaxy,0,0,0
49.17,41.848139,SN?   HSC-SN 14j,0,SN?,SuperNova Candidate,0,0,0
49.167036,41.210324,GiC   SDSS J031640.08+411237.1,0,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.164506,41.500906,GiC   2MASX J03163950+4130031,0.123,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.1625,41.726667,IR   [WOB93] 03133+4132,0,IR,Infra-Red source,0,0,0
49.161133,41.302158,G   LEDA 2178928,0.25,G,Galaxy,0,0,0
49.15992,41.275387,GiC   2MASX J03163834+4116315,0.36,GiC,Galaxy in Cluster of Galaxies,0,0,0
49.148682,41.605817,G   SDSS J031635.68+413620.9,0,G,Galaxy,0,0,0
49.141667,41.29,IR   [WOB93] 03132+4106,0,IR,Infra-Red source,0,0,0
49.129566,41.697376,G   SDSS J031631.09+414150.5,0,G,Galaxy,0,0,0
49.116846,41.480012,G   SDSS J031628.04+412848.0,0,G,Galaxy,0,0,0
49.108261,41.276613,G   SDSS J031625.98+411635.8,0,G,Galaxy,0,0,0
49.10625,41.936667,G   LEDA 2189439,0.26,G,Galaxy,0,0,0
49.075664,41.297113,G   SDSS J031618.15+411749.6,0,G,Galaxy,0,0,0
49.064655,41.226846,G   SDSS J031615.51+411336.6,0,G,Galaxy,0,0,0
49.047166,41.290469,G   SDSS J031611.31+411725.6,0,G,Galaxy,0,0,0
49.030417,41.813333,G   LEDA 2187293,0.25,G,Galaxy,0,0,0
49.028587,41.501485,G   Gaia DR3 239384713823837568,0.041,G,Galaxy,0,0,0
49.015686,41.812226,G   SDSS J031603.76+414844.0,0,G,Galaxy,0,0,0
49.014892,41.522939,G   SDSS J031603.57+413122.5,0,G,Galaxy,0,0,0
49.00243,41.317303,G   SDSS J031600.58+411902.2,0,G,Galaxy,0,0,0
48.975546,41.692828,GiC   SDSS J031554.13+414134.1,0,GiC,Galaxy in Cluster of Galaxies,0,0,0
48.9599,41.383919,GiC   SDSS J031550.37+412302.1,0,GiC,Galaxy in Cluster of Galaxies,0,0,0
48.9589,41.663128,G   SDSS J031550.13+413947.2,0,G,Galaxy,0,0,0
48.930637,41.258282,G   SDSS J031543.35+411529.8,0,G,Galaxy,0,0,0
48.92583,41.31861,G   [MRS2020] 324,0,G,Galaxy,0,0,0
48.880028,41.485224,G   SDSS J031531.20+412906.8,0,G,Galaxy,0,0,0
48.853883,41.55835,G   SDSS J031524.93+413330.0,0,G,Galaxy,0,0,0
